AsOf,p_5,p_10,p_15,p_20,p_25,p_30,p_35,p_40,p_45,p_50,p_55,p_60,p_65,p_70,p_75,p_80,p_85,p_90,p_95,r_5,r_10,r_15,r_20,r_25,r_30,r_35,r_40,r_45,r_50,r_55,r_60,r_65,r_70,r_75,r_80,r_85,r_90,r_95,vol_5,vol_10,vol_15,vol_20,vol_25,vol_30,vol_35,vol_40,vol_45,vol_50,vol_55,vol_60,vol_65,vol_70,vol_75,vol_80,vol_85,vol_90,vol_95
2017-08-02,1.01586812479,1.4865178032100002,2.20421677204,2.9798718444300003,3.8532734396800006,4.76825534783,5.72022739634,6.71461322681,7.8842261563600005,9.06987642529,10.3086881683,11.699219429700001,13.089750691099999,14.4802819525,15.870813214000002,17.2613444754,18.6518757368,20.0424069982,21.432938259700002,74.4644002334,51.39811738229999,39.2059716299,31.0102009758,25.8577036754,21.694563758,18.0935993653,14.870421340899998,12.6828383046,10.6521677497,8.76377810312,7.2583748212899994,5.75297153946,4.24756825763,2.7421649757999997,1.23676169398,0.00866953810994,0.0,0.0,0.4812788068399999,0.433246093725,0.4022020158340001,0.38082446578100004,0.367103898231,0.354904760503,0.343386908987,0.332692142325,0.324881530944,0.317143370094,0.309845682871,0.303805079802,0.297764476733,0.291723873664,0.28568327059500004,0.279642667526,0.273602064457,0.26756146138799997,0.261520858319
2017-08-03,1.04826475935,1.67503380654,2.3675883724,3.1736656751,4.062066597009999,5.04708865561,6.084073475119999,7.15707933795,8.235866950830001,9.38893541419,10.7982296096,12.2590616176,13.936493056,15.6139244944,17.2913559328,18.9687873713,20.6462188097,22.323650248099998,24.0010816865,76.1728528584,54.7635770716,41.4919372897,33.168611771100004,27.087223742,22.660305134899996,19.0694243282,16.133737056300006,13.2932505147,10.9000938053,9.12726361632,7.446217306269999,6.1240827509,4.80194819552,3.4798136401499997,2.15767908478,0.835544529407,0.0,0.0,0.492464319423,0.45150110738899996,0.41980902430399997,0.39751262603,0.381800330287,0.369554436517,0.358848156806,0.34887911171400005,0.339028400403,0.329256571958,0.321554073952,0.314144440653,0.307965638189,0.30178683572500004,0.29560803325999996,0.28942923079599997,0.283250428332,0.277071625868,0.270892823404
2017-08-07,1.11473150799,1.7348879041299998,2.46553555992,3.3263362471499995,4.25642700674,5.19912075628,6.2925862103900005,7.43084357298,8.65732604141,9.88380850984,11.232664514200001,12.5894025423,14.2357999027,16.295603649,18.3554073954,20.415211141700002,22.475014888,24.5348186344,26.594622380700002,80.2503693734,57.027415240799996,43.5010027994,34.7418660491,28.4647115818,23.3206503127,19.7968558696,16.617047376400002,14.0999106434,11.5827739104,9.629454801749999,7.70514820378,6.093621622230001,4.97111760499,3.8486135877499996,2.72610957051,1.6036055532700002,0.48110153603,0.114476794655,0.506879996114,0.464061258985,0.434826541893,0.411188680121,0.394856150568,0.381650812008,0.371340920868,0.36153292014399996,0.35248270456200004,0.34343248898,0.334679760827,0.325946193704,0.318030020087,0.311529705497,0.305029390907,0.29852907631700004,0.292028761727,0.285528447136,0.279028132546
2017-08-08,0.992004764917,1.7641751676700002,2.66062364461,3.5494906144800003,4.4775007131199995,5.53342583924,6.65303809551,7.8223104365600005,8.99378959543,10.3814941235,11.8692796369,13.436879199000002,15.137176941199998,16.837474683499998,18.8903785322,21.2456563678,24.289577853,27.333499338299998,30.3774208235,81.6984592451,58.9871876087,46.2689669231,36.4665493608,29.6937215298,24.861629824899996,20.6736890046,17.519585764200002,14.398487655699999,12.1044463475,10.0635306176,8.22691654459,6.713660633840001,5.20040472308,3.91692232928,2.8174877555799998,1.9092565452599999,1.00102533494,0.24862458814399999,0.518102254311,0.476248939233,0.451729471162,0.426547632707,0.407749019692,0.39477565139799997,0.383763375154,0.37427769210999995,0.36485984852,0.35617232241400004,0.347697202811,0.339198655378,0.330661157028,0.322123658677,0.314114045795,0.306514356776,0.298344608179,0.290174859582,0.282005110984
2017-08-09,0.670884424623,1.8728708008000001,2.97217828684,3.92870597235,4.95890891068,6.162394193330001,7.38966461878,8.68942567475,10.0570613138,11.5729733931,13.3248934804,15.053348485299999,17.203022140399998,19.2183152181,21.397146916500002,24.4052490269,27.4133511372,30.421453247600002,33.429555358,85.7888063835,62.926336964499995,49.698036294,39.409950594899996,31.806015540100002,26.2487340863,22.467561343899998,18.8874062481,15.781760656800001,13.067056841600001,11.1677422377,8.85945647637,7.46507208579,5.849995001540001,4.32460168718,3.2301779035900005,2.13575412,1.04133033641,0.0,0.537403013759,0.508584263036,0.48177792260799995,0.45146438899400004,0.424520424877,0.408721110896,0.398568497678,0.38762386401,0.376652345941,0.367989959719,0.36071151961,0.35353241067900004,0.345377229551,0.336062186293,0.326565156759,0.317294859953,0.30802456314599996,0.29875426633900004,0.289483969533
2017-08-10,1.02754114435,2.22674952434,3.4402569969099996,4.78745747484,6.05142318968,7.23381541251,8.63666629205,10.1561211707,11.708756881300001,13.452310150599999,15.354645103900001,17.4869966779,19.7790516658,22.2036729823,25.0143653429,27.6613434639,31.755938982199996,36.2055839921,40.655229002,92.50955392440001,76.1855430718,60.450308173100005,48.9832376065,39.7597394989,32.4918102081,27.114846745,22.550253161,18.7800712654,15.6277908304,12.8889676123,10.6184438003,8.619012348060004,6.7223572888800005,5.21162756347,3.64061357201,2.54442198489,1.55612657897,0.56783117304,0.5949607583259999,0.5743572409100001,0.550498796139,0.5266982738570001,0.5031663333959999,0.47659407277500004,0.4575673336,0.441660286221,0.428451495278,0.416400603543,0.40654704452299995,0.398163382698,0.390166432001,0.381804657464,0.370798432065,0.359344077343,0.34717602861900004,0.335113715821,0.323051403023
2017-08-11,0.0,2.80791828862,3.23119188787,4.54544666605,5.7929505369,7.01068018327,8.352303669400001,9.870603377230001,11.3832585073,13.0426615123,14.7405299301,16.8764520427,18.931668396,21.367338452000002,23.9635256432,26.5568735394,30.665390359099998,34.7739071789,38.882423998600004,102.066045698,76.2400680475,57.3367927245,47.1237348312,38.4144715801,31.1746740898,25.64890441,21.761352052,17.8554255126,15.0598863061,12.1073453192,10.321186885700001,8.22337608352,6.564877461240001,5.07079140591,3.5448030395,2.5053605024000003,1.46591796531,0.42143577221600004,0.609122945409,0.571026200427,0.533482603093,0.5137814704779999,0.488659854593,0.463024049782,0.444303780007,0.430583802042,0.416714435895,0.405466592776,0.39580123991800004,0.387781512488,0.379986316001,0.370846096944,0.36041105611599994,0.349232179204,0.338112352042,0.326992524879,0.315872697717
2017-08-14,1.48378482158,2.2107499816400003,3.33658795232,4.28706255355,5.38008560375,6.4102028463600025,7.443402109349999,8.7023228311,10.0014851822,11.5977466497,13.1744754982,14.9771954649,16.8143879689,18.62673721,21.1101777219,23.8798397863,26.6495018508,29.4191639152,32.1888259797,100.01503953299999,67.4965303496,53.0135141012,41.1446570344,33.3419202075,27.767670428699997,22.708111386,19.2209756126,15.780999745599999,13.4821542472,10.9756825857,9.086036325,7.3936823160300005,5.65546813445,4.33906109996,3.19357664792,2.04809219588,0.902607743842,0.0,0.5930433042319999,0.535651886284,0.505003495279,0.467847672295,0.441184050621,0.423680090118,0.40786759633599995,0.39532883171800004,0.38312064958700004,0.37404202625699995,0.364952678892,0.35586091853,0.345830281071,0.335595405911,0.326743906513,0.318512041347,0.31028017618000003,0.302048311014,0.293816445848
2017-08-15,1.53531376804,2.2894455576499997,3.28458601665,4.245837518,5.33716945794,6.32193971025,7.28196870803,8.55758000966,9.82315158502,11.2566666887,12.671709395299999,14.300744551,16.2816346629,18.21324895,20.4111026603,23.3175509493,26.2239992382,29.130447527199998,32.0368958162,99.75596754860001,67.5952223381,52.881192156400004,40.9450139917,33.1260817726,27.482942157399997,22.3530035325,18.8848286463,15.2751784387,12.9866475778,10.5504937895,8.446235067749999,6.99053649125,5.44936278387,4.05741372746,3.0503578825,2.04330203754,1.03624619258,0.0,0.59040361196,0.533407703434,0.503342740672,0.465287651918,0.437722645105,0.418782922175,0.40154269373999996,0.388373039214,0.37505603899499995,0.36533817440899996,0.35553369383199995,0.34600357987400004,0.336549888886,0.326743273531,0.317294492722,0.309107678523,0.30092086432500004,0.292734050127,0.284547235929
2017-08-16,1.2595268107200002,2.15381697723,3.14229360291,4.05403540208,4.94658922134,5.707039221919999,6.836796390369999,7.94814191648,9.275318863119999,10.6067656525,12.008145821500001,13.6393613235,15.205170638699999,16.793984452100002,19.2913893721,21.7821000044,24.2728106366,26.7635212688,29.254231901100002,91.9935403117,65.15921398350001,49.609980374799996,38.6541259616,31.2018175835,25.1150351531,21.3496771973,17.3105890918,14.8003006724,12.267542934200002,9.89789029394,8.363895803230001,6.668438334789999,4.99838621669,3.95502869419,2.9083909397900003,1.86175318539,0.8151154309919999,0.0,0.58084641172,0.5211162320970001,0.48187484075099996,0.443942165936,0.418270879153,0.3976882320970001,0.38335178244400003,0.3682069113800001,0.357299073819,0.346595183233,0.336201124023,0.326923155163,0.317016402603,0.30718109373,0.29998424983800004,0.292759873463,0.285535497089,0.27831112071499997,0.271086744341
2017-08-17,1.3256091720799998,2.51939646294,3.71363114561,5.02126881249,6.2770142593900005,7.448082272160001,8.80464033435,10.1246979479,11.385885458599999,12.825229735499999,14.5286169743,16.2315949595,18.3690254499,20.5149472391,22.751764305500004,25.7570405048,28.6089371282,33.1067950954,39.212414933699996,96.218267341,78.7073306728,61.14609733970001,49.40526845350001,40.0848748445,32.2535127255,26.866754013,22.136259679400002,18.2101963157,14.8540632687,12.3445594609,9.73768064278,8.04169507414,6.320967899369999,4.65760020701,3.5114662617900003,2.32596394897,1.45207284254,0.8760251264319999,0.645374316792,0.599055690113,0.552669003113,0.527310105563,0.500684462265,0.47156384203999996,0.449768382298,0.430570039961,0.41433263507600004,0.3993224647550001,0.38649509505199997,0.374175787699,0.363420238148,0.352844602046,0.341864550286,0.329403181369,0.316615428777,0.303262598328,0.28970858147
2017-08-18,1.3629924017800001,2.5420341765,3.7297662466400014,4.9183339859699995,6.14222796582,7.35060499205,8.551652254710001,9.7832783264,11.0644937516,12.582953464100001,14.1020044228,15.9675874775,17.9222344041,19.8762227017,22.4772543323,25.138486238600002,27.873197272,32.838774956500004,37.8043526411,100.69310613200001,80.2116098676,61.3121999773,49.0432387289,39.380952263000005,31.950935963899997,25.911171464699997,21.586835517199997,17.5019677766,14.696219759100002,11.819221799300001,9.78675630964,7.89969843935,6.01021163027,4.70247623796,3.4416026555199997,2.1838645147599998,1.4620293445800001,0.740194174411,0.662980489696,0.607855452451,0.5584889623870001,0.529361978064,0.497659097989,0.468790992816,0.4444852282590001,0.426663242784,0.409399826765,0.395667547075,0.38221856104400004,0.37108818293799994,0.3606846138930001,0.350282332685,0.338753982121,0.327159668069,0.315149707733,0.303730714468,0.292311721203
